,Incident,Date,Hour,NIBRS_Class,NIBRS_Description,Offense_Count,Premise,Block_Range,Street_Name,Street_Type,City,Zip_Code
20168,156338819,11/27/2019,8,13C,Intimidation,1,"Other, Unknown",2337,SOUTH,BLVD,HOUSTON,77098
20169,161534519,11/27/2019,8,26B,"Credit card, ATM fraud",1,"Parking Lot, Garage",2801,BROADMEAD,DR,HOUSTON,77025
20170,156380619,11/27/2019,9,23F,Theft from motor vehicle,1,"Parking Lot, Garage",4500,SAN FELIPE,ST,HOUSTON,77027
20171,158447419,11/27/2019,9,13C,Intimidation,2,"Commercial, Office Building",3311,RICHMOND,AVE,HOUSTON,77098
20172,158652119,11/27/2019,9,23D,Theft from building,1,"Residence, Home (Includes Apartment)",1111,RUSK,ST,HOUSTON,77002
20173,158931719,11/27/2019,9,23H,All other larceny,1,"Highway, Road, Street, Alley",3531,MERRICK,ST,HOUSTON,77025
20174,156383019,11/27/2019,10,13B,Simple assault,1,"Highway, Road, Street, Alley",200,IH 610,FWY,HOUSTON,77027
20175,156404819,11/27/2019,10,26A,"False pretenses, swindle",1,"Other, Unknown",1914,ALABAMA,ST,HOUSTON,77098
20176,156404819,11/27/2019,10,26B,"Credit card, ATM fraud",1,"Other, Unknown",1914,ALABAMA,ST,HOUSTON,77098
20177,158445919,11/27/2019,10,250,"Counterfeiting, forgery",1,"Bank, Savings & Loan",901,BAGBY,ST,HOUSTON,77002
20178,156729119,11/27/2019,12,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",1128,DALLAS,ST,HOUSTON,77019
20179,156799319,11/27/2019,12,13B,Simple assault,1,"Government, Public Building",1111,LOVETT,BLVD,HOUSTON,77006
20180,157337719,11/27/2019,12,23G,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)",7777,GREENBRIAR,DR,HOUSTON,77030
20181,157517219,11/27/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3836,RICHMOND,AVE,HOUSTON,77027
20182,171755919,11/27/2019,12,250,"Counterfeiting, forgery",1,"Bank, Savings & Loan",2929,KIRBY,DR,HOUSTON,77098
20183,156489619,11/27/2019,14,13C,Intimidation,1,"Parking Lot, Garage",2001,SHEPHERD,DR,HOUSTON,77019
20184,156501219,11/27/2019,14,250,"Counterfeiting, forgery",1,Auto Dealership New/Used,2333,LOOP,,HOUSTON,77054
20185,156506919,11/27/2019,14,23D,Theft from building,1,"Other, Unknown",1200,TRAVIS,ST,HOUSTON,77002
20186,156510619,11/27/2019,14,23F,Theft from motor vehicle,1,"Parking Lot, Garage",4012,WESTHEIMER,RD,HOUSTON,77027
20187,159012119,11/27/2019,14,220,"Burglary, Breaking and Entering",1,"Parking Lot, Garage",1709,DRYDEN,RD,HOUSTON,77030
20188,159569719,11/27/2019,14,23H,All other larceny,1,"Parking Lot, Garage",2769,ESSEX,TER,HOUSTON,77027
20189,166334219,11/27/2019,14,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",904,WESTHEIMER,RD,HOUSTON,77006
20190,166334219,11/27/2019,14,23F,Theft from motor vehicle,1,"Parking Lot, Garage",904,WESTHEIMER,RD,HOUSTON,77006
20191,170528519,11/27/2019,14,13A,Aggravated Assault,1,"Department, Discount Store",5225,BUFFALO SPEEDWAY,,HOUSTON,77005
20192,156505619,11/27/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1001,WAUGH,DR,HOUSTON,77019
20193,156521419,11/27/2019,15,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",8431,HEARTH,DR,HOUSTON,77054
20194,156812219,11/27/2019,16,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1711,CAROLINE,ST,HOUSTON,77002
20195,156751819,11/27/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2111,HOLLY HALL,ST,HOUSTON,77054
20196,157259719,11/27/2019,17,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",919,GILLETTE,ST,HOUSTON,77019
20197,158529219,11/27/2019,17,250,"Counterfeiting, forgery",1,"Other, Unknown",1941,LEXINGTON,,HOUSTON,77098
20198,156800619,11/27/2019,18,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",2501,DUNLAVY,ST,HOUSTON,77006
20199,156596119,11/27/2019,19,13A,Aggravated Assault,3,"Highway, Road, Street, Alley",998,HOUSTON,AVE,HOUSTON,77002
20200,156609119,11/27/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1312,ALABAMA,ST,HOUSTON,77006
20201,156646319,11/27/2019,19,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",5401,MORNINGSIDE,DR,HOUSTON,77005
20202,158660119,11/27/2019,19,23D,Theft from building,1,"Hotel, Motel, ETC",720,FANNIN,ST,HOUSTON,77002
20203,156817119,11/27/2019,20,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",2111,HOLLY HALL,ST,HOUSTON,77054
20204,156641419,11/27/2019,21,13C,Intimidation,1,"Residence, Home (Includes Apartment)",602,GIRARD,,HOUSTON,77002
20205,156697719,11/27/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1712,WESTHEIMER,RD,HOUSTON,77019
20206,156789819,11/27/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",401,MCILHENNY,ST,HOUSTON,77006
20207,156667319,11/27/2019,22,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2021,LOUISIANA,ST,HOUSTON,77002
20208,157794619,11/27/2019,22,13B,Simple assault,1,"Highway, Road, Street, Alley",3300,BELLEFONTAINE,ST,HOUSTON,77025
20209,156684519,11/27/2019,23,23F,Theft from motor vehicle,1,"Bar, Nightclub",1901,ALABAMA,ST,HOUSTON,77098
20210,156685219,11/27/2019,23,13A,Aggravated Assault,1,Restaurant,4444,WESTHEIMER,RD,HOUSTON,77027
20211,156710819,11/27/2019,23,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",3112,KIRBY,DR,HOUSTON,77098
20212,156772319,11/27/2019,23,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",1625,LOOP,,HOUSTON,77027
20213,157124619,11/27/2019,23,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",702,DALLAS,ST,HOUSTON,77019
20214,157206119,11/27/2019,23,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1417,WESTHEIMER,RD,HOUSTON,77006
20215,158098319,11/27/2019,23,290,"Destruction, damage, vandalism",1,"Bar, Nightclub",411,WESTHEIMER,RD,HOUSTON,77006
20216,3575120,11/28/2019,0,23D,Theft from building,1,"Residence, Home (Includes Apartment)",1415,CLEVELAND,ST,HOUSTON,77019
20217,156694019,11/28/2019,0,13C,Intimidation,1,"Residence, Home (Includes Apartment)",8300,EL MUNDO,ST,HOUSTON,77054
20218,156696319,11/28/2019,0,13B,Simple assault,1,"Commercial, Office Building",4747,SOUTHWEST,FWY,HOUSTON,77027
20219,156743019,11/28/2019,0,290,"Destruction, damage, vandalism",1,Restaurant,2249,HOLCOMBE,BLVD,HOUSTON,77030
20220,156716119,11/28/2019,1,26A,"False pretenses, swindle",1,Restaurant,2710,MONTROSE,BLVD,HOUSTON,77006
20221,156717219,11/28/2019,1,13B,Simple assault,1,"Highway, Road, Street, Alley",2400,BAGBY,ST,HOUSTON,77006
20222,158761319,11/28/2019,1,120,Robbery,1,"Highway, Road, Street, Alley",3600,ALLEN,PKWY,HOUSTON,77019
20223,156784119,11/28/2019,2,23F,Theft from motor vehicle,1,"Parking Lot, Garage",10301,BUFFALO SPEEDWAY,,HOUSTON,77054
20224,162518019,11/28/2019,2,120,Robbery,1,"Residence, Home (Includes Apartment)",1111,MCILHENNY,ST,HOUSTON,77002
20225,156749119,11/28/2019,4,13A,Aggravated Assault,1,"Church, Synagogue, Temple",1111,ST JOSEPH,PKWY,HOUSTON,77002
20226,156937519,11/28/2019,6,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1310,ST JOSEPH,PKWY,HOUSTON,77002
20227,156769619,11/28/2019,7,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",10301,BUFFALO SPEEDWAY,,HOUSTON,77054
20228,156769819,11/28/2019,7,13B,Simple assault,1,"Highway, Road, Street, Alley",3800,MONTROSE,BLVD,HOUSTON,77006
20229,156809419,11/28/2019,7,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",909,TEXAS,ST,HOUSTON,77002
20230,158511119,11/28/2019,7,13C,Intimidation,1,"Residence, Home (Includes Apartment)",2401,WESTRIDGE,ST,HOUSTON,77054
20231,156792519,11/28/2019,9,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",9111,LAKES AT 610,DR,HOUSTON,77054
20232,156809019,11/28/2019,10,13C,Intimidation,1,"Other, Unknown",800,SMITH,ST,HOUSTON,77002
20233,156810719,11/28/2019,10,13A,Aggravated Assault,1,"Parking Lot, Garage",3110,DALLAS,ST,HOUSTON,77019
20234,156812619,11/28/2019,10,23H,All other larceny,1,"Highway, Road, Street, Alley",1000,CAPITOL,ST,HOUSTON,77002
20235,156812619,11/28/2019,10,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",1000,CAPITOL,ST,HOUSTON,77002
20236,156824819,11/28/2019,11,26F,Identify theft,1,"Residence, Home (Includes Apartment)",4045,LINKWOOD,DR,HOUSTON,77025
20237,157179019,11/28/2019,11,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",2008,HAROLD,ST,HOUSTON,77098
20238,156841419,11/28/2019,12,13B,Simple assault,1,"Drug Store, Doctors Office, Hospital",1504,TAUB,LP,HOUSTON,77030
20239,156841419,11/28/2019,12,120,Robbery,1,"Drug Store, Doctors Office, Hospital",1504,TAUB,LP,HOUSTON,77030
20240,156851019,11/28/2019,12,13C,Intimidation,1,Restaurant,1217,PIERCE,ST,HOUSTON,77002
20241,156860419,11/28/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1111,MAIN,ST,HOUSTON,77002
20242,157244019,11/28/2019,12,26B,"Credit card, ATM fraud",1,"Highway, Road, Street, Alley",400,DALLAS,ST,HOUSTON,77002
20243,157128719,11/28/2019,14,13B,Simple assault,1,"Service, Gas Station",1620,LOOP,,HOUSTON,77054
20244,156881319,11/28/2019,15,23C,Shoplifting,1,"Grocery, Supermarket",5150,BUFFALO SPEEDWAY,,HOUSTON,77005
20245,156883619,11/28/2019,15,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",219,ALABAMA,ST,HOUSTON,77006
20246,157803219,11/28/2019,16,23G,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage",2600,WESTRIDGE,ST,HOUSTON,77054
20247,37319620,11/28/2019,18,370,"Pornographs, obscene material",1,"Residence, Home (Includes Apartment)",1200,TRAVIS,ST,HOUSTON,77002
20248,156949019,11/28/2019,18,23D,Theft from building,1,"Commercial, Office Building",2425,HOLCOMBE,BLVD,HOUSTON,77030
20249,156983919,11/28/2019,21,23C,Shoplifting,1,Convenience Store,926,WESTHEIMER,RD,HOUSTON,77006
20250,156990519,11/28/2019,22,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",306,DENNIS,ST,HOUSTON,77006
20251,157010319,11/28/2019,22,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3102,KIRBY,DR,HOUSTON,77098
20252,157022019,11/28/2019,22,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1800,ALLEN,PKWY,HOUSTON,77019
20253,157132119,11/28/2019,22,220,"Burglary, Breaking and Entering",1,"Commercial, Office Building",3788,RICHMOND,AVE,HOUSTON,77027
20254,158561919,11/28/2019,23,23D,Theft from building,1,"Residence, Home (Includes Apartment)",3616,RICHMOND,AVE,HOUSTON,77027
20255,157055419,11/29/2019,0,220,"Burglary, Breaking and Entering",1,"Commercial, Office Building",300,CLAY,ST,HOUSTON,77002
20256,157055419,11/29/2019,0,23F,Theft from motor vehicle,1,"Commercial, Office Building",300,CLAY,ST,HOUSTON,77002
20257,158478119,11/29/2019,0,13C,Intimidation,1,"Jail, Prison",707,TOP,ST,HOUSTON,77002
20258,157046419,11/29/2019,1,120,Robbery,1,"Highway, Road, Street, Alley",2308,MAIN,ST,HOUSTON,77006
20259,157062019,11/29/2019,1,120,Robbery,1,"Highway, Road, Street, Alley",2000,TRAVIS,ST,HOUSTON,77002
20260,158599619,11/29/2019,1,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2101,LOUISIANA,ST,HOUSTON,77002
20261,157224219,11/29/2019,2,220,"Burglary, Breaking and Entering",1,"Commercial, Office Building",2121,MID,LN,HOUSTON,77027
20262,157072019,11/29/2019,3,13B,Simple assault,1,"Residence, Home (Includes Apartment)",2600,WESTRIDGE,ST,HOUSTON,77054
20263,159090519,11/29/2019,4,220,"Burglary, Breaking and Entering",1,"Parking Lot, Garage",1301,MAIN,ST,HOUSTON,77002
20264,157088719,11/29/2019,5,13C,Intimidation,2,"Highway, Road, Street, Alley",2000,LEXINGTON,,HOUSTON,77098
20265,157099419,11/29/2019,5,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",2405,DUNLAVY,ST,HOUSTON,77006
20266,157105019,11/29/2019,7,23F,Theft from motor vehicle,1,"Parking Lot, Garage",310,GRAY,ST,HOUSTON,77002
20267,157115719,11/29/2019,8,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",3701,SHEPHERD,DR,HOUSTON,77098
20268,157115719,11/29/2019,8,120,Robbery,1,"Highway, Road, Street, Alley",3701,SHEPHERD,DR,HOUSTON,77098
20269,157121019,11/29/2019,8,35A,"Drug, narcotic violations",1,"Parking Lot, Garage",1901,RICHMOND,AVE,HOUSTON,77098
20270,157121019,11/29/2019,8,35B,Drug equipment violations,1,"Parking Lot, Garage",1901,RICHMOND,AVE,HOUSTON,77098
20271,157539019,11/29/2019,8,240,Motor vehicle theft,1,"Parking Lot, Garage",7171,BUFFALO SPEEDWAY,,HOUSTON,77025
20272,157156419,11/29/2019,10,23H,All other larceny,1,Shelter-Mission/Homeless,1212,PRAIRIE,ST,HOUSTON,77002
20273,157199719,11/29/2019,10,26A,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)",2120,EL PASEO,ST,HOUSTON,77054
20274,158446819,11/29/2019,10,250,"Counterfeiting, forgery",1,"Bank, Savings & Loan",901,BAGBY,ST,HOUSTON,77002
20275,163731419,11/29/2019,11,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",2700,BELLEFONTAINE,ST,HOUSTON,77025
20276,157190019,11/29/2019,12,120,Robbery,1,"Highway, Road, Street, Alley",2121,MID,LN,HOUSTON,77027
20277,157216419,11/29/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2525,LOOP,,HOUSTON,77054
20278,157246719,11/29/2019,12,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",305,HADLEY,ST,HOUSTON,77002
20279,162002319,11/29/2019,12,23H,All other larceny,1,"Residence, Home (Includes Apartment)",5151,EDLOE,ST,HOUSTON,77005
20280,157206219,11/29/2019,13,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",3131,BELLFORT,AVE,HOUSTON,77054
20281,157208419,11/29/2019,13,13A,Aggravated Assault,1,"Residence, Home (Includes Apartment)",2031,WESTCREEK,LN,HOUSTON,77027
20282,157254219,11/29/2019,13,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",6128,VILLAGE,PKWY,HOUSTON,77005
20283,157228919,11/29/2019,14,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2501,WESTHEIMER,RD,HOUSTON,77098
20284,157232419,11/29/2019,14,13B,Simple assault,1,"Airplane, Bus,Train Terminal",1000,PRESSLER,ST,HOUSTON,77030
20285,157234819,11/29/2019,14,23H,All other larceny,1,Community Center,7200,ALMEDA,RD,HOUSTON,77054
20286,157250619,11/29/2019,14,250,"Counterfeiting, forgery",1,"Bank, Savings & Loan",2929,KIRBY,DR,HOUSTON,77098
20287,157241619,11/29/2019,15,13C,Intimidation,1,"Other, Unknown",1900,LOUISIANA,ST,HOUSTON,77002
20288,157300919,11/29/2019,15,23F,Theft from motor vehicle,1,"Other, Unknown",4300,BETTIS,DR,HOUSTON,77027
20289,158557519,11/29/2019,15,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3838,RICHMOND,AVE,HOUSTON,77027
20290,157265119,11/29/2019,16,23C,Shoplifting,1,"Department, Discount Store",8500,MAIN,ST,HOUSTON,77025
20291,157283119,11/29/2019,16,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",3207,VIRGINIA,ST,HOUSTON,77098
20292,157613619,11/29/2019,16,23H,All other larceny,1,Community Center,1475,GRAY,ST,HOUSTON,77019
20293,158470419,11/29/2019,16,240,Motor vehicle theft,2,"Commercial, Office Building",8423,ALMEDA,RD,HOUSTON,77054
20294,157386719,11/29/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",8057,KIRBY,DR,HOUSTON,77054
20295,157322719,11/29/2019,18,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",7300,BROMPTON,ST,HOUSTON,77025
20296,157328319,11/29/2019,18,13C,Intimidation,1,"Hotel, Motel, ETC",9998,MAIN,ST,HOUSTON,77025
20297,157342919,11/29/2019,19,23F,Theft from motor vehicle,1,"Parking Lot, Garage",500,HADLEY,ST,HOUSTON,77006
20298,157543519,11/29/2019,19,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",800,ANDREWS,ST,HOUSTON,77019
20299,157363819,11/29/2019,20,23D,Theft from building,1,"Residence, Home (Includes Apartment)",2801,BROADMEAD,DR,HOUSTON,77025
20300,157380119,11/29/2019,20,23D,Theft from building,1,"Residence, Home (Includes Apartment)",7510,BROMPTON,ST,HOUSTON,77025
20301,157384319,11/29/2019,20,13A,Aggravated Assault,1,"Department, Discount Store",2404,SOUTHWEST,FWY,HOUSTON,77098
20302,157564619,11/29/2019,20,290,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley",800,ANDREWS,ST,HOUSTON,77019
20303,157370519,11/29/2019,21,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",2350,WESTCREEK,LN,HOUSTON,77027
20304,157386319,11/29/2019,21,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",,ALLEN PKWY EXIT,,HOUSTON,77019
20305,157468619,11/29/2019,21,240,Motor vehicle theft,1,"Parking Lot, Garage",9585,MAIN,ST,HOUSTON,77054
20306,157534919,11/29/2019,21,26A,"False pretenses, swindle",1,"Drug Store, Doctors Office, Hospital",1919,GRAY,ST,HOUSTON,77019
20307,157609119,11/29/2019,21,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2701,DUNLAVY,ST,HOUSTON,77006
20308,157389919,11/29/2019,22,23C,Shoplifting,1,Convenience Store,4423,SAN FELIPE,ST,HOUSTON,77027
20309,157420719,11/29/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",3298,MT VERNON,ST,HOUSTON,77006
20310,157488019,11/29/2019,22,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1000,ROSINE,,HOUSTON,77019
20311,157557119,11/29/2019,22,23H,All other larceny,1,"Highway, Road, Street, Alley",1100,WEBSTER,ST,HOUSTON,77002
20312,27419020,11/29/2019,23,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1225,WESTHEIMER,RD,HOUSTON,77006
20313,157418519,11/29/2019,23,23G,Theft of motor vehicle parts or accessory,1,"Highway, Road, Street, Alley",2198,RICHMOND,AVE,HOUSTON,77098
20314,157457719,11/29/2019,23,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1000,ALLEN,PKWY,HOUSTON,77019
20315,157705319,11/29/2019,23,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",8419,BLUEGATE,CT,HOUSTON,77025
20316,163015019,11/29/2019,23,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",1221,HOLCOMBE,BLVD,HOUSTON,77030
20317,157427519,11/30/2019,0,13B,Simple assault,2,"Residence, Home (Includes Apartment)",1012,MCGOWEN,ST,HOUSTON,77002
20318,157444219,11/30/2019,0,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2215,RICHMOND,AVE,HOUSTON,77098
20319,157486919,11/30/2019,0,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",2400,LOOP,,HOUSTON,77054
20320,157685319,11/30/2019,0,23H,All other larceny,1,"Bar, Nightclub",301,MAIN,ST,HOUSTON,77006
20321,158036219,11/30/2019,0,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",2510,TRAVIS,ST,HOUSTON,77006
20322,158573219,11/30/2019,0,13C,Intimidation,1,"Commercial, Office Building",4299,SAN FELIPE,ST,HOUSTON,77027
20323,157435019,11/30/2019,1,13B,Simple assault,1,"Bar, Nightclub",1720,MAIN,ST,HOUSTON,77002
20324,157444519,11/30/2019,1,120,Robbery,1,"Parking Lot, Garage",9111,LAKES AT 610,DR,HOUSTON,77054
20325,157450219,11/30/2019,1,120,Robbery,1,"Parking Lot, Garage",3000,MURWORTH,DR,HOUSTON,77025
20326,157454419,11/30/2019,1,13C,Intimidation,1,"Bar, Nightclub",5611,MORNINGSIDE,DR,HOUSTON,77005
20327,157457519,11/30/2019,1,23F,Theft from motor vehicle,1,"Parking Lot, Garage",817,DALLAS,ST,HOUSTON,77019
20328,157464519,11/30/2019,1,23F,Theft from motor vehicle,1,"Parking Lot, Garage",3332,LOOP,,HOUSTON,77025
20329,157481619,11/30/2019,1,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1201,HADLEY,ST,HOUSTON,77002
20330,157460419,11/30/2019,2,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",1324,SOUTH,BLVD,HOUSTON,77006
20331,157464819,11/30/2019,2,220,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)",2400,LOOP,,HOUSTON,77054
20332,157548319,11/30/2019,2,23F,Theft from motor vehicle,1,"Bar, Nightclub",2301,MAIN,ST,HOUSTON,77002
20333,158282719,11/30/2019,2,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2525,HOLLY HALL,ST,HOUSTON,77054
20334,157492419,11/30/2019,3,23H,All other larceny,1,"Highway, Road, Street, Alley",2600,MAIN,ST,HOUSTON,77002
20335,157496519,11/30/2019,3,120,Robbery,1,"Highway, Road, Street, Alley",500,WESTHEIMER,RD,HOUSTON,77006
20336,157552319,11/30/2019,3,13A,Aggravated Assault,1,"Residence, Home (Includes Apartment)",4444,WESTHEIMER,RD,HOUSTON,77027
20337,157585319,11/30/2019,3,220,"Burglary, Breaking and Entering",1,"Bar, Nightclub",1200,WESTHEIMER,RD,HOUSTON,77006
20338,157505519,11/30/2019,6,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",1100,MILAM,ST,HOUSTON,77002
20339,157515219,11/30/2019,7,35B,Drug equipment violations,1,"Other, Unknown",2625,LOUISIANA,ST,HOUSTON,77006
20340,158010819,11/30/2019,7,23F,Theft from motor vehicle,1,"Commercial, Office Building",708,JEFFERSON,ST,HOUSTON,77002
20341,157527519,11/30/2019,8,13B,Simple assault,2,"Highway, Road, Street, Alley",901,LAMAR,,HOUSTON,77002
20342,160728819,11/30/2019,8,23H,All other larceny,1,"Residence, Home (Includes Apartment)",501,CRAWFORD,ST,HOUSTON,77002
20343,157545619,11/30/2019,9,13B,Simple assault,1,"Highway, Road, Street, Alley",2299,MAIN,ST,HOUSTON,77002
20344,157580519,11/30/2019,10,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",4012,WESTHEIMER,RD,HOUSTON,77027
20345,157584419,11/30/2019,11,23C,Shoplifting,1,"Drug Store, Doctors Office, Hospital",7929,KIRBY,DR,HOUSTON,77030
20346,157601119,11/30/2019,11,13A,Aggravated Assault,1,"Highway, Road, Street, Alley",604,MAIN,ST,HOUSTON,77006
20347,158425419,11/30/2019,11,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1800,ALLEN,PKWY,HOUSTON,77019
20348,159070719,11/30/2019,11,23H,All other larceny,1,"Residence, Home (Includes Apartment)",2111,HOLLY HALL,,HOUSTON,77054
20349,157607519,11/30/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",7810,ALMEDA,RD,HOUSTON,77054
20350,157793019,11/30/2019,12,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1600,ALLEN,PKWY,HOUSTON,77019
20351,158444219,11/30/2019,12,290,"Destruction, damage, vandalism",1,"Parking Lot, Garage",7100,ALMEDA,RD,HOUSTON,77054
20352,159113119,11/30/2019,12,250,"Counterfeiting, forgery",1,"Residence, Home (Includes Apartment)",8383,EL MUNDO,ST,HOUSTON,77054
20353,159695419,11/30/2019,12,240,Motor vehicle theft,1,"Parking Lot, Garage",1616,DALLAS,ST,HOUSTON,77019
20354,165911819,11/30/2019,12,13C,Intimidation,1,"Residence, Home (Includes Apartment)",9833,SAMANTHA SUZANNE,CT,HOUSTON,77025
20355,157626019,11/30/2019,13,13C,Intimidation,1,Restaurant,8610,ALMEDA,RD,HOUSTON,77054
20356,159008219,11/30/2019,13,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",5214,KIRBY,DR,HOUSTON,77005
20357,157652319,11/30/2019,14,13B,Simple assault,1,"Church, Synagogue, Temple",1111,ST JOSEPH,PKWY,HOUSTON,77002
20358,157718819,11/30/2019,15,23D,Theft from building,1,"Drug Store, Doctors Office, Hospital",6720,BERTNER,AVE,HOUSTON,77030
20359,157700919,11/30/2019,16,13C,Intimidation,1,"Department, Discount Store",8232,KIRBY,DR,HOUSTON,77054
20360,157707719,11/30/2019,16,13C,Intimidation,1,"Highway, Road, Street, Alley",1000,MAIN,ST,HOUSTON,77002
20361,157707819,11/30/2019,16,23F,Theft from motor vehicle,1,"Parking Lot, Garage",4012,WESTHEIMER,RD,HOUSTON,77027
20362,157710019,11/30/2019,16,120,Robbery,1,"Service, Gas Station",9200,MAIN,ST,HOUSTON,77025
20363,157719419,11/30/2019,16,23F,Theft from motor vehicle,1,"Parking Lot, Garage",2955,KIRBY,DR,HOUSTON,77098
20364,157743319,11/30/2019,16,23H,All other larceny,1,Park/Playground,190,SABINE,ST,HOUSTON,77019
20365,157745319,11/30/2019,16,23F,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)",7,HYDE PARK,BLVD,HOUSTON,77006
20366,157867719,11/30/2019,16,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1312,CASTLE,CT,HOUSTON,77006
20367,157726019,11/30/2019,17,23C,Shoplifting,1,"Grocery, Supermarket",1938,GRAY,ST,HOUSTON,77019
20368,157795819,11/30/2019,17,23F,Theft from motor vehicle,1,"Other, Unknown",2001,MONTROSE,BLVD,HOUSTON,77006
20369,157875519,11/30/2019,17,23F,Theft from motor vehicle,1,"Parking Lot, Garage",5114,KIRBY,DR,HOUSTON,77005
20370,157751819,11/30/2019,18,23H,All other larceny,1,"Parking Lot, Garage",1010,OLD SPANISH,TRL,HOUSTON,77025
20371,157755919,11/30/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",701,ALABAMA,ST,HOUSTON,77006
20372,157821919,11/30/2019,18,23F,Theft from motor vehicle,1,"Parking Lot, Garage",1200,AUSTIN,ST,HOUSTON,77002
20373,157825619,11/30/2019,18,23F,Theft from motor vehicle,1,"Highway, Road, Street, Alley",1100,VICTOR,ST,HOUSTON,77019
20374,157990519,11/30/2019,18,290,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)",803,WILLIAM,ST,HOUSTON,77002
20375,157767919,11/30/2019,19,13B,Simple assault,1,"Highway, Road, Street, Alley",1001,SMITH,ST,HOUSTON,77002
